EXTERNALIDENTIFIER,DEPTH,HEIGHT,WIDTH,MAXDIM,MINDIM,TRAILERCASEQUANTITY,WEIGHT,TCWEIGHT,PPA,MAPE,ITEMVELOCITY,UNITSPERLARGETOTE,UNITSPERSMALLTOTE,UNITSPERQUARTERTOTE,UNITSPERHALFTOTE,RECOMMENDED_PPA,NEED_TO_CHANGE
4001044,10,0.1,10,10,0.1,48,0.15,7.12,PICK_MODULE,23.5,6.981818182,525,266,62,131,MATRIX,Y
568041164,9,2.5,7,9,2.5,4,2.06,8.22,PICK_MODULE,70.14,6.981818182,33,17,4,8,MATRIX,Y
574566335,10,3.25,8.5,10,3.25,2,1.86,3.71,PICK_MODULE,38.12,6.981818182,19,10,2,5,MATRIX,Y
569712555,8,2.5,7,8,2.5,12,0.3,3.61,PICK_MODULE,195.22,6.981818182,38,19,4,9,MATRIX,Y
570371783,2.5,1.25,2,2.5,1.25,12,0.1,1.19,PICK_MODULE,105.32,6.981818182,840,426,99,210,MATRIX,Y
9521865,10.25,7.25,8.75,10.25,7.25,1,14.05,14.05,PICK_MODULE,80.42,6.981818182,8,4,1,2,MATRIX,Y
576476577,7.25,8,2,8,2,4,0.95,3.81,PICK_MODULE,88.54,6.981818182,45,23,5,11,MATRIX,Y
571315726,6,4,4.75,6,4,1,0.85,0.85,PICK_MODULE,114.63,6.981818182,46,23,5,11,MATRIX,Y
574190153,10,7,2,10,2,4,0.75,3.01,PICK_MODULE,115.92,6.963636364,38,19,4,9,MATRIX,Y
575782943,5.25,1.25,3,5.25,1.25,6,0.5,3,PICK_MODULE,32.24,6.963636364,267,135,31,67,MATRIX,Y
570449936,6,4,8.25,8.25,4,6,3.06,18.36,PICK_MODULE,57.31,6.963636364,27,13,3,7,MATRIX,Y
557483191,9,3.25,7,9,3.25,6,0.55,3.31,PICK_MODULE,60.87,6.945454545,26,13,3,6,MATRIX,Y
575027231,9.25,9.5,2.5,9.5,2.5,6,0.85,5.11,PICK_MODULE,123.58,6.945454545,24,12,3,6,MATRIX,Y
565289739,6.25,3,3,6.25,3,24,0.5,12,PICK_MODULE,122.15,6.945454545,93,47,11,23,MATRIX,Y
575898493,7.5,4,7.5,7.5,4,4,2.51,10.03,PICK_MODULE,114.98,6.945454545,23,12,3,6,MATRIX,Y
573961837,10,10.25,2,10.25,2,6,0.75,4.51,PICK_MODULE,89.45,6.945454545,26,13,3,6,MATRIX,Y
554277020,3.5,8.25,3,8.25,3,6,1.9,11.44,PICK_MODULE,113.87,6.927272727,61,31,7,15,MATRIX,Y
568546450,6.25,4.75,9.25,9.25,4.75,3,2.86,8.58,PICK_MODULE,31.11,6.927272727,19,10,2,5,MATRIX,Y
556642969,19.5,5,12,19.5,5,4,2.31,9.23,PICK_MODULE,90,6.927272727,4,2,1,1,MATRIX,Y
555001965,4,9.5,8.75,9.5,4,2,3.18,6.35,PICK_MODULE,85.31,6.909090909,16,8,2,4,MATRIX,Y
550757724,4.25,1.5,9.5,9.5,1.5,12,0.15,1.78,PICK_MODULE,120.01,6.909090909,87,44,10,22,MATRIX,Y
565147125,3.75,0.5,4.25,4.25,0.5,24,0.2,4.78,PICK_MODULE,50.54,6.909090909,659,334,77,164,MATRIX,Y
564267922,8.25,2,12,12,2,4,0.36,1.44,PICK_MODULE,112.36,6.890909091,27,13,3,7,MATRIX,Y
574434124,10.25,6.5,7.3,10.25,6.5,1,13.14,13.14,PICK_MODULE,27.99,6.890909091,11,5,1,3,MATRIX,Y
563077293,3.5,1,8.75,8.75,1,20,0.2,4.01,PICK_MODULE,94.41,6.890909091,171,87,20,43,MATRIX,Y
556198465,2.25,2.25,5.5,5.5,2.25,6,0.4,2.4,PICK_MODULE,9,6.872727273,189,96,22,47,MATRIX,Y
552768849,2,2,8,8,2,24,0.6,14.44,PICK_MODULE,45.48,6.872727273,164,83,19,41,MATRIX,Y
575834308,1.75,8.5,1.75,8.5,1.75,6,0.65,3.9,PICK_MODULE,59.78,6.872727273,202,102,24,50,MATRIX,Y
566913305,10.25,9.5,13.25,13.25,9.5,1,6.02,6.02,PICK_MODULE,39.65,6.872727273,4,2,0,1,MATRIX,Y
551183406,3.25,1,6.25,6.25,1,1,0.25,0.25,PICK_MODULE,94.75,6.872727273,258,131,30,65,MATRIX,Y
551726291,2.5,2.5,12.5,12.5,2.5,12,0.55,6.61,PICK_MODULE,87.52,6.854545455,67,34,8,17,MATRIX,Y
571987448,4,2,7.6,7.6,2,5,0.3,1.5,PICK_MODULE,103.72,6.836363636,86,44,10,22,MATRIX,Y
557633675,16,2,15.5,16,2,6,2.21,13.23,PICK_MODULE,107.07,6.818181818,11,5,1,3,MATRIX,Y
554349213,10.6,10.6,3,10.6,3,10,0.3,3.01,PICK_MODULE,42.73,6.818181818,16,8,2,4,MATRIX,Y
574216190,6,9,4.5,9,4.5,2,0.85,1.7,PICK_MODULE,225.94,6.818181818,22,11,3,5,MATRIX,Y
551206260,7.5,3,5,7.5,3,12,1.05,12.64,PICK_MODULE,29.83,6.818181818,47,24,5,12,MATRIX,Y
260060273,9,4,10,10,4,4,1.1,4.41,PICK_MODULE,77.41,6.8,15,7,2,4,MATRIX,Y
565421503,5.5,4,9,9,4,6,1.9,11.43,PICK_MODULE,100.02,6.8,27,13,3,7,MATRIX,Y
565924126,7,9.5,2.25,9.5,2.25,12,0.9,10.84,PICK_MODULE,134.11,6.8,35,18,4,9,MATRIX,Y
556736693,3.9,14,7.9,14,3.9,2,2.36,4.71,PICK_MODULE,42.29,6.8,12,6,1,3,MATRIX,Y
553921907,13.75,6.25,7.25,13.75,6.25,2,2.46,4.92,PICK_MODULE,22.04,6.8,8,4,1,2,MATRIX,Y
568077991,3,10,6.5,10,3,8,0.5,4,PICK_MODULE,107.7,6.781818182,27,14,3,7,MATRIX,Y
9275744,5,2,3,5,2,12,0.1,1.19,PICK_MODULE,135.68,6.781818182,175,89,21,44,MATRIX,Y
552790182,6.5,3.25,9.25,9.25,3.25,2,2.51,5.02,PICK_MODULE,25.84,6.763636364,27,14,3,7,MATRIX,Y
553709192,3,1,7,7,1,15,0.4,6.02,PICK_MODULE,177.83,6.763636364,250,127,29,62,MATRIX,Y
573529452,9,2,6,9,2,4,2.41,9.63,PICK_MODULE,14.13,6.763636364,49,25,6,12,MATRIX,Y
575725087,5,8.5,7.25,8.5,5,6,2.56,15.35,PICK_MODULE,66.83,6.763636364,17,9,2,4,MATRIX,Y
569281754,7,7,4,7,4,1,2.61,2.61,PICK_MODULE,35.95,6.763636364,27,14,3,7,MATRIX,Y
407084,2.25,2.25,12.5,12.5,2.25,12,0.5,6.03,PICK_MODULE,89.23,6.745454545,83,42,10,21,MATRIX,Y
574884687,7,8,4,8,4,2,1.81,3.61,PICK_MODULE,78.1,6.745454545,23,12,3,6,MATRIX,Y
562726008,4,2,2,4,2,24,0.2,1.2,PICK_MODULE,70.82,6.745454545,328,166,39,82,MATRIX,Y
568551546,9.5,12.5,2.5,12.5,2.5,12,0.2,2.42,OFFLINE_PICK,101.31,6.727272727,18,9,2,4,MATRIX,Y
575874834,2.5,8.5,6.5,8.5,2.5,13,1,13.04,PICK_MODULE,166.41,6.727272727,38,19,4,9,MATRIX,Y
550737259,6,3,4.5,6,3,6,0.85,5.11,PICK_MODULE,22.82,6.727272727,65,33,8,16,MATRIX,Y
573539489,8.5,1.5,5.5,8.5,1.5,72,0.35,25.17,PICK_MODULE,38.25,6.727272727,75,38,9,19,MATRIX,Y
550955671,2.19,2.19,8.75,8.75,2.19,6,0.24,1.43,PICK_MODULE,33.31,6.709090909,125,63,15,31,MATRIX,Y
564250311,3,2.5,5,5,2.5,6,1.1,6.61,PICK_MODULE,26.33,6.709090909,140,71,16,35,MATRIX,Y
9230790,3.75,6.25,1,6.25,1,12,0.3,3.61,PICK_MODULE,22.34,6.709090909,224,113,26,56,MATRIX,Y
573929773,15,12,4.5,15,4.5,2,1.75,3.51,PICK_MODULE,91.12,6.709090909,6,3,1,2,MATRIX,Y
568287176,2,8.3,2,8.3,2,6,0.55,3.31,PICK_MODULE,45.55,6.709090909,158,80,19,39,MATRIX,Y
572062972,14,12,6.5,14,6.5,4,1.25,5.01,PICK_MODULE,80.42,6.709090909,5,2,1,1,MATRIX,Y
551892848,9.75,9.75,12.5,12.5,9.75,4,2.51,10.03,PICK_MODULE,37.6,6.709090909,4,2,1,1,MATRIX,Y
550222020,12.5,3.5,7.75,12.5,3.5,6,1.5,9.03,PICK_MODULE,21.45,6.690909091,15,8,2,4,MATRIX,Y
570476779,14.5,5.5,9.5,14.5,5.5,1,2.1,2.1,OFFLINE_PICK,279.99,6.690909091,7,4,1,2,MATRIX,Y
572730926,8.75,6,5.75,8.75,5.75,4,1.36,5.45,PICK_MODULE,36.62,6.690909091,17,9,2,4,MATRIX,Y
572511041,3.5,1.75,4.5,4.5,1.75,36,0.2,7.17,PICK_MODULE,40.78,6.690909091,190,97,22,48,MATRIX,Y
569769942,3,1,3.75,3.75,1,72,0.05,3.5,PICK_MODULE,30.07,6.690909091,467,236,55,116,MATRIX,Y
564215399,9.5,9,2.75,9.5,2.75,4,0.5,2.01,PICK_MODULE,106.63,6.672727273,22,11,3,6,MATRIX,Y
573694269,17,2,11,17,2,5,0.9,4.51,PICK_MODULE,43.08,6.672727273,14,7,2,4,MATRIX,Y
554620755,11,12.75,10,12.75,10,1,5.02,5.02,PICK_MODULE,32.27,6.672727273,4,2,0,1,MATRIX,Y
556968557,6.75,5,5.5,6.75,5,3,1.75,5.26,PICK_MODULE,37,6.654545455,28,14,3,7,MATRIX,Y
567347189,1,6.5,3,6.5,1,6,0.2,1.2,PICK_MODULE,79.3,6.654545455,269,136,32,67,MATRIX,Y
567354408,8.5,6.5,12.5,12.5,6.5,1,2.11,2.11,PICK_MODULE,101.54,6.636363636,8,4,1,2,MATRIX,Y
564701846,8.5,2.75,6,8.5,2.75,4,2.11,8.42,PICK_MODULE,50.14,6.636363636,37,19,4,9,MATRIX,Y
576577757,3.5,5.5,3,5.5,3,6,0.15,0.9,PICK_MODULE,23.6,6.636363636,91,46,11,23,MATRIX,Y
557344060,7,9,2.25,9,2.25,6,2,12.03,PICK_MODULE,44.95,6.636363636,37,19,4,9,MATRIX,Y
557076002,7,3,7.1,7.1,3,3,3.51,10.53,PICK_MODULE,20.11,6.636363636,35,18,4,9,MATRIX,Y
550488724,9.5,4.25,13.25,13.25,4.25,2,5.07,10.13,PICK_MODULE,162.64,6.618181818,10,5,1,2,MATRIX,Y
9219914,4,4.5,4,4.5,4,12,0.85,10.22,OFFLINE_PICK,21.02,6.618181818,73,37,9,18,MATRIX,Y
565929364,8.25,4.25,8.5,8.5,4.25,3,3.11,9.33,PICK_MODULE,62.16,6.618181818,18,9,2,4,MATRIX,Y
575106069,20.25,0.1,14.75,20.25,0.1,36,0.25,9,PICK_MODULE,114.12,6.618181818,176,89,21,44,MATRIX,Y
564874816,6.5,5.5,5.5,6.5,5.5,3,1.75,5.26,PICK_MODULE,32,6.618181818,27,14,3,7,MATRIX,Y
565355164,4.75,2.25,6.75,6.75,2.25,12,1,12.04,PICK_MODULE,160.32,6.6,73,37,9,18,MATRIX,Y
566091425,6.5,3.5,11.75,11.75,3.5,6,2.26,13.55,PICK_MODULE,91.1,6.6,20,10,2,5,MATRIX,Y
567129195,9.75,2.25,11,11,2.25,6,1.6,9.63,PICK_MODULE,96.41,6.6,22,11,3,5,MATRIX,Y
566057406,3.5,1.25,4.5,4.5,1.25,12,0.3,3.61,PICK_MODULE,20.49,6.6,267,135,31,67,MATRIX,Y
997923,13.5,4.75,13.5,13.5,4.75,2,1.25,2.51,PICK_MODULE,167.5,6.581818182,6,3,1,2,MATRIX,Y
563440143,5.5,0.29,9.75,9.75,0.29,12,0.2,2.39,PICK_MODULE,89.53,6.581818182,338,171,40,84,MATRIX,Y
574618204,16,3,13,16,3,3,2.51,7.52,PICK_MODULE,120.6,6.581818182,8,4,1,2,MATRIX,Y
568488480,9.75,9.75,2,9.75,2,6,0.5,3,PICK_MODULE,164.31,6.581818182,28,14,3,7,MATRIX,Y
553993709,11.5,2,8,11.5,2,4,1.35,5.42,PICK_MODULE,35.7,6.581818182,29,14,3,7,MATRIX,Y
550563604,4.25,1.5,11.5,11.5,1.5,24,0.2,4.78,PICK_MODULE,154.36,6.581818182,72,36,8,18,MATRIX,Y
574832823,4.5,2.5,8,8,2.5,8,1.56,12.44,PICK_MODULE,94.05,6.563636364,58,30,7,15,MATRIX,Y
4001317,9,6,6.75,9,6,2,7.27,14.55,PICK_MODULE,51.91,6.563636364,14,7,2,4,MATRIX,Y
551448134,5,3,3,5,3,12,1.05,12.64,PICK_MODULE,45.29,6.545454545,117,59,14,29,MATRIX,Y
574161853,4.5,1,7.4,7.4,1,12,0.25,3,PICK_MODULE,94.92,6.545454545,158,80,19,39,MATRIX,Y
575256429,3,5.25,3,5.25,3,12,1.7,20.47,PICK_MODULE,49.7,6.545454545,111,56,13,28,MATRIX,Y
575759436,4.25,4,8.5,8.5,4,6,0.95,5.71,PICK_MODULE,34.75,6.545454545,36,18,4,9,MATRIX,Y
576022469,3.5,8,3.5,8,3.5,8,1.71,13.65,PICK_MODULE,58.09,6.545454545,54,27,6,13,MATRIX,Y
295355,3,2,7.5,7.5,2,12,0.5,6,PICK_MODULE,115.56,6.527272727,117,59,14,29,MATRIX,Y
2690983,7.1,10.1,5,10.1,5,2,2.36,4.71,PICK_MODULE,48.65,6.527272727,15,7,2,4,MATRIX,Y
574848199,11,2,12,12,2,4,1.2,4.81,PICK_MODULE,117.35,6.527272727,20,10,2,5,MATRIX,Y
550700747,6,3,10.75,10.75,3,6,1.96,11.73,PICK_MODULE,166.65,6.527272727,27,14,3,7,MATRIX,Y
566814537,3,4,11,11,3,8,2.26,18.06,PICK_MODULE,82.51,6.527272727,40,20,5,10,MATRIX,Y
570998969,9.5,6.75,14,14,6.75,6,1.5,9.03,OFFLINE_PICK,95.8,6.527272727,6,3,1,1,MATRIX,Y
565900085,7.25,9.25,10,10,7.25,1,14.5,14.5,PICK_MODULE,83.62,6.509090909,8,4,1,2,MATRIX,Y
574961774,6,11,2.75,11,2.75,4,0.55,2.2,PICK_MODULE,47.81,6.509090909,29,15,3,7,MATRIX,Y
567230651,19,5,8,19,5,1,3.71,3.71,PICK_MODULE,27.86,6.509090909,7,4,1,2,MATRIX,Y
565562681,9,7,10,10,7,1,14.5,14.5,PICK_MODULE,54.1,6.509090909,8,4,1,2,MATRIX,Y
551417708,4.75,1.5,3.75,4.75,1.5,12,0.45,5.42,PICK_MODULE,35.8,6.490909091,196,100,23,49,MATRIX,Y
568483587,15,9.5,2,15,2,12,1.65,19.86,PICK_MODULE,63.21,6.490909091,18,9,2,5,MATRIX,Y
550244877,3.5,7.1,3.5,7.1,3.5,4,2.16,8.63,PICK_MODULE,27.17,6.490909091,60,31,7,15,MATRIX,Y
9288893,2.75,2.75,6.5,6.5,2.75,12,1.75,21.07,PICK_MODULE,52.78,6.472727273,107,54,13,27,MATRIX,Y
566262263,8,7.75,10.25,10.25,7.75,3,0.8,2.41,PICK_MODULE,111.89,6.472727273,8,4,1,2,MATRIX,Y
575181351,7,2.5,4.25,7,2.5,6,0.6,3.61,PICK_MODULE,54.93,6.472727273,71,36,8,18,MATRIX,Y
567468338,7.5,1.5,7,7.5,1.5,4,0.4,1.6,PICK_MODULE,118.29,6.472727273,67,34,8,17,MATRIX,Y
572024475,12,5.25,5.5,12,5.25,1,4.56,4.56,PICK_MODULE,98.42,6.472727273,15,8,2,4,MATRIX,Y
575936898,22,10.75,2,22,2,6,0.55,3.31,PICK_MODULE,43.23,6.454545455,11,6,1,3,MATRIX,Y
575695959,11.5,4.75,11.25,11.5,4.75,1,9.23,9.23,PICK_MODULE,111.94,6.454545455,9,4,1,2,MATRIX,Y
567075764,9.75,2.5,7,9.75,2.5,5,0.9,4.51,PICK_MODULE,86.05,6.454545455,31,16,4,8,MATRIX,Y
575847510,10.5,1,7.5,10.5,1,30,0.35,10.49,PICK_MODULE,23.67,6.454545455,67,34,8,17,MATRIX,Y
555589723,4.5,2.5,3,4.5,2.5,4,0.85,3.41,PICK_MODULE,78.76,6.436363636,156,79,18,39,MATRIX,Y
567257908,4,1.5,3,4,1.5,3,0.05,0.15,PICK_MODULE,50.86,6.436363636,292,148,34,73,MATRIX,Y
556334898,7,1,10,10,1,6,0.4,2.4,PICK_MODULE,57.83,6.436363636,75,38,9,19,MATRIX,Y
575222101,11,7.75,12.75,12.75,7.75,1,11.33,11.33,PICK_MODULE,57.41,6.436363636,5,2,1,1,MATRIX,Y
564301860,4.5,4,4.5,4.5,4,12,0.2,2.39,PICK_MODULE,19.49,6.436363636,65,33,8,16,MATRIX,Y
571736242,9.75,12,4,12,4,3,0.88,2.65,PICK_MODULE,27.76,6.436363636,11,6,1,3,MATRIX,Y
575278469,5.25,9.25,13,13,5.25,2,1.36,2.73,PICK_MODULE,30.01,6.436363636,8,4,1,2,MATRIX,Y
551681088,6.28,4,6.25,6.28,4,6,2.66,15.96,PICK_MODULE,55.88,6.436363636,33,17,4,8,MATRIX,Y
552470190,10.25,3,10.75,10.75,3,2,4.41,8.83,PICK_MODULE,49.66,6.418181818,16,8,2,4,MATRIX,Y
576091227,2.75,6.5,3.5,6.5,2.75,6,0.8,4.81,PICK_MODULE,115.14,6.418181818,84,43,10,21,MATRIX,Y
572931588,3.3,1.5,3.3,3.3,1.5,72,0.3,21.66,PICK_MODULE,247.4,6.418181818,321,163,38,80,MATRIX,Y
550863561,4,5,4.5,5,4,6,2.16,12.94,PICK_MODULE,50.77,6.4,58,30,7,15,MATRIX,Y
567401282,0.5,0.5,5,5,0.5,3,0.05,0.15,PICK_MODULE,305.89,6.4,4200,2128,494,1048,MATRIX,Y
555944903,2.3,9,2.3,9,2.3,6,0.45,2.71,PICK_MODULE,55.06,6.4,110,56,13,28,MATRIX,Y
571857530,15,5,20,20,5,2,5.32,10.64,PICK_MODULE,47.36,6.4,4,2,0,1,MATRIX,Y
570387884,3,3,5,5,3,12,1.3,15.64,PICK_MODULE,22.5,6.4,117,59,14,29,MATRIX,Y
566974390,8,2.75,10,10,2.75,4,1.05,4.21,PICK_MODULE,55.51,6.4,24,12,3,6,MATRIX,Y
575697014,7,3,5,7,3,4,0.75,3.01,PICK_MODULE,138.3,6.4,50,25,6,12,MATRIX,Y
569943073,15.75,1,21.5,21.5,1,12,1.9,22.86,PICK_MODULE,29.72,6.4,16,8,2,4,MATRIX,Y
572693000,6,1.5,4,6,1.5,6,0.5,3.01,PICK_MODULE,36.38,6.4,146,74,17,36,MATRIX,Y
568456317,12,3,15.5,15.5,3,4,1.75,7.02,PICK_MODULE,120.34,6.381818182,9,5,1,2,MATRIX,Y
564081366,10.25,0.25,7,10.25,0.25,24,0.4,9.61,PICK_MODULE,81.4,6.363636364,293,148,34,73,MATRIX,Y
571732347,5,1,4,5,1,24,0.1,2.39,PICK_MODULE,30.9,6.363636364,263,133,31,66,MATRIX,Y
556559434,9.8,7.4,9.8,9.8,7.4,2,3.81,7.62,PICK_MODULE,75.14,6.363636364,7,4,1,2,MATRIX,Y
9549942,10.25,2.5,8.5,10.25,2.5,6,1.9,11.44,PICK_MODULE,161.93,6.363636364,24,12,3,6,MATRIX,Y
571865208,12.25,12.25,9,12.25,9,4,8.88,35.52,PICK_MODULE,60.88,6.345454545,4,2,0,1,MATRIX,Y
567117136,4,2.75,4.25,4.25,2.75,8,0.9,7.22,PICK_MODULE,53.03,6.327272727,112,57,13,28,MATRIX,Y
575759555,3.2,4.9,3.2,4.9,3.2,12,1.4,16.86,PICK_MODULE,32.17,6.327272727,105,53,12,26,MATRIX,Y
553819848,9,1.75,9,9,1.75,1,3.46,3.46,PICK_MODULE,42.06,6.327272727,37,19,4,9,MATRIX,Y
566054159,4.25,2.75,7.5,7.5,2.75,12,1.6,19.27,PICK_MODULE,70.9,6.327272727,60,30,7,15,MATRIX,Y
555503656,11.25,2,8.75,11.25,2,4,0.15,0.6,PICK_MODULE,80.9,6.309090909,27,14,3,7,MATRIX,Y
569956033,8,5,10.5,10.5,5,1,10.08,10.08,OFFLINE_PICK,117.56,6.309090909,13,6,1,3,MATRIX,Y
554612981,7,9.5,3,9.5,3,12,1.05,12.64,PICK_MODULE,26.27,6.309090909,26,13,3,7,MATRIX,Y
563126485,12,13,4,13,4,2,1.96,3.91,PICK_MODULE,32.86,6.309090909,8,4,1,2,MATRIX,Y
569959870,6.5,0.1,7,7,0.1,36,0.1,3.58,PICK_MODULE,138.26,6.309090909,1154,585,136,288,MATRIX,Y
567447626,12.5,5.75,11.75,12.5,5.75,2,1.56,3.11,PICK_MODULE,96.98,6.309090909,6,3,1,2,MATRIX,Y
551776417,9.25,8,9.25,9.25,8,1,0.4,0.4,PICK_MODULE,69.7,6.309090909,8,4,1,2,MATRIX,Y
572523844,1.5,8,5,8,1.5,8,0.2,1.59,PICK_MODULE,102.87,6.290909091,88,44,10,22,MATRIX,Y
551057754,6.9,13.49,11.9,13.49,6.9,1,7.63,7.63,PICK_MODULE,115.33,6.290909091,5,2,1,1,MATRIX,Y
567890516,9.75,12.75,2.75,12.75,2.75,12,1.5,18.05,OFFLINE_PICK,71,6.272727273,15,8,2,4,MATRIX,Y
561087150,7,5,10,10,5,2,1.05,2.11,PICK_MODULE,15.89,6.272727273,15,8,2,4,MATRIX,Y
571439037,16,13,3,16,3,3,1.5,4.51,PICK_MODULE,76.89,6.272727273,8,4,1,2,MATRIX,Y
569729457,8,5.75,12.25,12.25,5.75,4,3.01,12.04,PICK_MODULE,46.32,6.272727273,9,5,1,2,MATRIX,Y
574375101,11,2.75,7,11,2.75,6,1.3,7.82,PICK_MODULE,53.27,6.272727273,25,13,3,6,MATRIX,Y
550194423,7.75,2.5,2.5,7.75,2.5,6,0.85,5.12,PICK_MODULE,115.25,6.254545455,108,55,13,27,MATRIX,Y
565268397,10,2.5,4.5,10,2.5,4,1.04,4.17,PICK_MODULE,52,6.254545455,47,24,5,12,MATRIX,Y
575612606,12,2,11.5,12,2,4,1.35,5.42,PICK_MODULE,21.22,6.254545455,19,10,2,5,MATRIX,Y
575586194,23.75,1,14.5,23.75,1,12,0.9,10.83,PICK_MODULE,89.01,6.254545455,15,8,2,4,MATRIX,Y
567946765,5.4,6,8.5,8.5,5.4,6,0.55,3.31,PICK_MODULE,81.19,6.254545455,19,10,2,5,MATRIX,Y
574832820,2,8.75,3,8.75,2,6,1,6.01,PICK_MODULE,154.89,6.254545455,100,51,12,25,MATRIX,Y
555992663,11,5,11.75,11.75,5,2,10.13,20.27,PICK_MODULE,32.48,6.236363636,8,4,1,2,MATRIX,Y
563081716,2.75,6.75,3,6.75,2.75,6,2.06,12.33,PICK_MODULE,47.76,6.236363636,94,48,11,24,MATRIX,Y
575605198,4.5,1.75,2.75,4.5,1.75,24,0.1,2.41,PICK_MODULE,91.36,6.236363636,242,123,29,61,MATRIX,Y
576849015,4,3,5.5,5.5,3,6,0.8,4.81,PICK_MODULE,54.14,6.236363636,80,40,9,20,MATRIX,Y
566873778,9.75,8,2,9.75,2,3,1.65,4.96,PICK_MODULE,41.84,6.236363636,34,17,4,8,MATRIX,Y
553543947,14.5,11,4,14.5,4,3,3.01,9.03,PICK_MODULE,26.23,6.218181818,8,4,1,2,MATRIX,Y
575402725,2,5,5,5,2,6,0.45,2.71,PICK_MODULE,54.48,6.218181818,105,53,12,26,MATRIX,Y
567669998,5,5.14,3.15,5.14,3.15,2,1.71,3.41,PICK_MODULE,83.33,6.218181818,65,33,8,16,MATRIX,Y
564401587,10.75,10.75,2.5,10.75,2.5,4,1.4,5.62,PICK_MODULE,9,6.218181818,18,9,2,5,MATRIX,Y
553715055,5.25,3.25,11.5,11.5,3.25,8,1.45,11.63,OFFLINE_PICK,117.79,6.2,27,14,3,7,MATRIX,Y
568016079,6.25,2.75,8,8,2.75,4,2.26,9.03,PICK_MODULE,112.5,6.2,38,19,4,10,MATRIX,Y
570480317,6,4,7,7,4,5,3.11,15.55,PICK_MODULE,113.85,6.2,31,16,4,8,MATRIX,Y
566932830,9,6.75,12.25,12.25,6.75,1,8.63,8.63,PICK_MODULE,69.73,6.2,7,4,1,2,MATRIX,Y
555930441,5.5,4.3,8.5,8.5,4.3,4,0.05,0.19,PICK_MODULE,125.45,6.2,26,13,3,7,MATRIX,Y
564823795,6.25,2,7.25,7.25,2,6,3.11,18.66,PICK_MODULE,54.33,6.2,58,29,7,14,MATRIX,Y
550790230,3.1,1,6,6,1,12,0.1,1.19,PICK_MODULE,102.47,6.181818182,282,143,33,70,MATRIX,Y
572628048,4,3,3,4,3,12,0.9,10.83,PICK_MODULE,18.94,6.181818182,146,74,17,36,MATRIX,Y
559400220,12,1,9,12,1,1,1.25,1.25,PICK_MODULE,59.6,6.181818182,49,25,6,12,MATRIX,Y
562725474,12,3.25,8,12,3.25,10,1.1,11.04,PICK_MODULE,59.71,6.181818182,17,9,2,4,MATRIX,Y
900505,4,6,1,6,1,6,0.05,0.29,PICK_MODULE,86.62,6.163636364,219,111,26,55,MATRIX,Y
566990828,5,3,12,12,3,6,2.76,16.56,PICK_MODULE,65.64,6.163636364,29,15,3,7,MATRIX,Y
9263234,6,1,4.75,6,1,12,0.1,1.19,PICK_MODULE,24.95,6.145454545,184,93,22,46,MATRIX,Y
554054232,7.25,3.75,6.25,7.25,3.75,4,0.25,1,PICK_MODULE,43.56,6.145454545,31,16,4,8,MATRIX,Y
574280322,8,4,11,11,4,4,5.47,21.88,PICK_MODULE,34.2,6.145454545,15,8,2,4,MATRIX,Y
567009873,4.5,5.75,4.75,5.75,4.5,3,4.01,12.04,PICK_MODULE,85.36,6.145454545,43,22,5,11,MATRIX,Y
568603262,3.5,1.5,5,5,1.5,12,0.2,2.39,PICK_MODULE,37.28,6.145454545,200,101,24,50,MATRIX,Y
577181149,12,2.25,3,12,2.25,4,1.1,4.41,PICK_MODULE,71.68,6.145454545,65,33,8,16,MATRIX,Y
571865455,3.25,8,3,8,3,4,0.7,2.81,PICK_MODULE,108.91,6.145454545,67,34,8,17,MATRIX,Y
572012640,8,2.75,12,12,2.75,4,0.6,2.41,PICK_MODULE,73.33,6.145454545,20,10,2,5,MATRIX,Y
563798432,11,8,15,15,8,1,3.96,3.96,PICK_MODULE,45.2,6.127272727,4,2,0,1,MATRIX,Y
573929831,3.75,9,8,9,3.75,6,0.7,4.21,PICK_MODULE,46.36,6.109090909,19,10,2,5,MATRIX,Y
575713359,13.5,14.75,5.75,14.75,5.75,1,6.42,6.42,PICK_MODULE,110.35,6.109090909,5,2,1,1,MATRIX,Y
265632,10,10,9,10,9,6,0.15,0.9,PICK_MODULE,77.98,6.090909091,6,3,1,1,MATRIX,Y
567144445,10,2.5,11,11,2.5,4,1.1,4.41,PICK_MODULE,25.51,6.072727273,19,10,2,5,MATRIX,Y
567830341,2.75,2.75,5,5,2.75,24,0.55,13.25,PICK_MODULE,58.73,6.072727273,139,70,16,35,MATRIX,Y
576408288,2,4.5,1.5,4.5,1.5,12,0.1,1.19,PICK_MODULE,23.97,6.072727273,389,197,46,97,MATRIX,Y
1465356,14,4.5,12.5,14,4.5,2,2.76,5.52,PICK_MODULE,26.13,6.072727273,7,3,1,2,MATRIX,Y
570681914,7.5,5.5,7,7.5,5.5,3,2.81,8.43,PICK_MODULE,47.12,6.072727273,18,9,2,5,MATRIX,Y
564562285,3,1,7.5,7.5,1,24,0.7,16.83,PICK_MODULE,39.18,6.054545455,233,118,27,58,MATRIX,Y
570779673,10,6.25,6.25,10,6.25,2,6.82,13.65,PICK_MODULE,35.16,6.054545455,13,7,2,3,MATRIX,Y
