EXTERNALIDENTIFIER,LONGDESCRIPTION,DEPTH,HEIGHT,WIDTH,MAXDIM,MINDIM,TRAILERCASEQUANTITY,WEIGHT,TCWEIGHT,PPA,MAPE,ITEMVELOCITY,UNITSPERLARGETOTE,UNITSPERSMALLTOTE,UNITSPERQUARTERTOTE,UNITSPERHALFTOTE,RECOMMENDED_PPA,NEED_TO_CHANGE
576091121,Starbucks Pike Place Roast Medium Roast Single Cup Coffee for Keurig Brewers  1 Box of 16 (16 Total K Cup Pods),6,5.25,4,6,4,4,0.7,2.81,PICK_MODULE,63.21,7.345454545,42,21,5,10,MATRIX,Y
550905239,Parent s Choice Fragrance Free Baby Wipes  3 packs of 80 (240 count),7.75,4.5,9,9,4.5,4,4.16,16.66,OFFLINE_PICK,189.95,7.327272727,17,8,2,4,MATRIX,Y
562954547,RCA 19  Class HD (720P) LED TV (RT1970),14,5,19,19,5,1,6.07,6.07,PICK_MODULE,38.13,7.327272727,4,2,0,1,MATRIX,Y
576642058,Cricut Easypress Mini  Raspberry,7.75,3.75,6,7.75,3.75,3,1.2,3.61,PICK_MODULE,139.88,7.327272727,30,15,4,8,MATRIX,Y
576439814,,2.25,6,1.25,6,1.25,12,0.3,3.61,PICK_MODULE,17.18,7.327272727,311,158,37,78,MATRIX,Y
575761881,Pikmi Pops Cheeki Puffs   1pc Medium Collectible Scented Shimmer Plush Toy in Perfume with Surprises,6,2.5,6.25,6.25,2.5,6,0.35,2.1,PICK_MODULE,109.56,7.327272727,56,28,7,14,MATRIX,Y
573582966,Dove Promises  Sea Salt And Caramel Dark Chocolate Candy  7.61 Oz.,7.25,1.25,6.75,7.25,1.25,8,0.5,4,PICK_MODULE,75.38,7.309090909,86,43,10,21,MATRIX,Y
552999340,KidKraft Deluxe Tasty Treats Pretend Play Food,12.75,6.75,10.25,12.75,6.75,1,2.61,20.87,PICK_MODULE,28.88,7.309090909,6,3,1,1,MATRIX,Y
575557405,Poopsie Slime Surprise! Poop Pack Drop 3,3.9,6.25,3.9,6.25,3.9,32,0.35,11.19,PICK_MODULE,97.88,7.309090909,55,28,6,14,MATRIX,Y
575759505,Wyler s Mrs Grass Home style Beef Vegetable Hearty Soup Mix 7.48 oz Pouch,10.5,0.72,9,10.5,0.72,8,0.5,4.01,PICK_MODULE,25.04,7.309090909,77,39,9,19,MATRIX,Y
576450541,Time and Tru Pleated Skirt Women s,13,0.83,10,13,0.83,12,1,12.04,PICK_MODULE,111.94,7.309090909,49,25,6,12,MATRIX,Y
570785332,Gas X Extra Strength Cherry Chewable Tablet for Fast Gas Relief  72 count,3,2,4.75,4.75,2,24,0.25,6,PICK_MODULE,113.36,7.272727273,184,93,22,46,MATRIX,Y
574834850,ThermoPro TP03A Instant Read Food Meat Thermometer for Kitchen Cooking BBQ Grill Smoker,1.5,6,1,6,1,144,0.15,21.66,PICK_MODULE,46.6,7.272727273,583,296,69,146,MATRIX,Y
568527328,littleBits Hall of Fame Kit: Crawly Creature,8,2,8,8,2,20,0.8,16.06,PICK_MODULE,9,7.272727273,41,21,5,10,MATRIX,Y
573917490,Pinkfong Baby Shark Official Song Cube   Baby Shark   by WowWee,4,4,4,4,4,24,0.15,3.61,PICK_MODULE,98.58,7.254545455,82,42,10,20,MATRIX,Y
575357819,Honeywell Mistmate Ultrasonic Humidifier HUL520B  Black,10,9.5,9.5,10,9.5,1,3.81,3.81,PICK_MODULE,56.25,7.254545455,6,3,1,1,MATRIX,Y
551001713,Sunbeam XpressHeat XL Microplush Heating Pad with Fast Heat Technology (002013 912 000),8,2.5,11.5,11.5,2.5,6,1.4,8.43,PICK_MODULE,44.69,7.254545455,23,12,3,6,MATRIX,Y
564166270,Mainstays 8  x 10  Tabletop Picture Frame  Elegant Teal,13.25,11.25,1,13.25,1,6,1.4,8.43,PICK_MODULE,118.65,7.236363636,35,18,4,9,MATRIX,Y
574916933,Goo Goo Galaxy Single Doll Pack  Stella Skygems   5.5 inch Small Doll with Squeezer belly and DIY Slime activity,8,6.25,6.75,8,6.25,2,0.8,1.6,PICK_MODULE,130.87,7.218181818,16,8,2,4,MATRIX,Y
553335125,CeraVe Renewing SA Face Cleanser for Normal Skin  8 oz.,3,1,7,7,1,12,0.65,7.83,PICK_MODULE,61.37,7.218181818,250,127,29,62,MATRIX,Y
556625833,Just My Style Personalized ABC Beads  Includes 1000+ Beads,11.5,12,1.75,12,1.75,4,0.75,3.01,PICK_MODULE,47.47,7.2,22,11,3,5,MATRIX,Y
567129820,Morton Lite Salt  Low Sodium for a Heart Healthy Salt Alternative  11 OZ Canister,2.5,2.5,5.5,5.5,2.5,6,0.75,4.51,PICK_MODULE,34.93,7.2,153,77,18,38,MATRIX,Y
551107000,Bright Starts Tummy Time Prop & Play Activity Mat   Teddy Bear,15.25,3.75,15.25,15.25,3.75,6,1.9,11.44,PICK_MODULE,102.08,7.2,6,3,1,2,MATRIX,Y
575357815,Honeywell MistMate Ultrasonic Cool Mist Humidifier  HUL520W  White,10,9.5,9.5,10,9.5,1,3.81,3.81,PICK_MODULE,57.65,7.2,6,3,1,1,MATRIX,Y
573757965,Ol  Roy Munchy Bones Dog Treats  Bacon & Cheese Flavor  20 oz  7 Count,7,2,10,10,2,6,1.4,8.43,PICK_MODULE,58.41,7.2,38,19,4,9,MATRIX,Y
567256235,Zeiss Lens Wipes 50ct,2.5,5,4,5,2.5,12,0.14,1.67,PICK_MODULE,127.33,7.181818182,105,53,12,26,MATRIX,Y
566859124,Sensible Portions Garden Veggie Straws Sea Salt  Zesty Ranch  & Cheddar Cheese Variety Vegetable Straw Pack  0.75 oz  12 Count,12,15,4,15,4,3,0.7,2.1,OFFLINE_PICK,21.76,7.181818182,7,4,1,2,MATRIX,Y
575424515,Febreze Plug Air Freshener Scented Oil Refill  Fresh Twist Cranberry  2 count,6,2,7,7,2,6,0.7,4.21,PICK_MODULE,92.64,7.181818182,63,32,7,16,MATRIX,Y
573756456,PJ Masks Mystery Mountain Playset,14,14,6,14,6,2,2.66,5.32,PICK_MODULE,41.89,7.163636364,4,2,1,1,MATRIX,Y
575900450,Ball Quilted Crystal Mason Jar W/Lid & Band  Regular Mouth  12 Ounces  12 Count,11.5,5.5,8.5,11.5,5.5,1,7.02,7.02,PICK_MODULE,179.63,7.163636364,10,5,1,2,MATRIX,Y
9259081,Mezzetta Deli Sliced Hot Jalape̱o Peppers  16 Oz,2.75,6.5,2.75,6.5,2.75,6,1.65,9.93,PICK_MODULE,39.16,7.163636364,107,54,13,27,MATRIX,Y
575453678,Crest 3D White Brilliance + Whitening Two step Toothpaste  4.0 oz and 2.3 oz,6.6,2,6,6.6,2,4,0.55,2.2,PICK_MODULE,199.26,7.145454545,66,34,8,17,MATRIX,Y
574832821,Olay Moisture Outlast Ultra Moisture Shea Butter Beauty Bar 3.75 oz  6 count,4.75,2.5,7.75,7.75,2.5,8,1.56,12.44,PICK_MODULE,68.63,7.145454545,57,29,7,14,MATRIX,Y
296546,Neutrogena T/Gel 2 In 1 Dandruff Shampoo Plus Conditioner  8.5 oz,2.5,7.25,1.75,7.25,1.75,12,0.35,4.19,PICK_MODULE,109.97,7.127272727,166,84,19,41,MATRIX,Y
564212681,Splenda Sweetener Sugar Blend  2 LB,10,3,7,10,3,4,2.01,8.03,PICK_MODULE,27.14,7.127272727,25,13,3,6,MATRIX,Y
572121404,Barbie Rainbow Sparkle Hair Doll  Blonde  with Accessories,13,2.5,9,13,2.5,4,0.6,2.41,PICK_MODULE,20.88,7.109090909,18,9,2,4,MATRIX,Y
574683037,Wonderful Pistachios  Roasted & Salted  48 Ounce Resealable Pouch,9,4,11.25,11.25,4,9,3.06,27.54,PICK_MODULE,28.04,7.109090909,13,7,2,3,MATRIX,Y
551333033,Schwinn Thrasher Boys  Bicycle Helmet  Carbon  Youth,9,8.5,16,16,8.5,2,0.85,1.71,PICK_MODULE,186.37,7.090909091,4,2,1,1,MATRIX,Y
576091215,Starbucks Veranda Blend Light Blonde Roast Whole Bean Coffee  12 Ounce Bag,3,6.5,4.5,6.5,3,6,2.01,12.04,PICK_MODULE,149.57,7.090909091,60,30,7,15,MATRIX,Y
553772557,Reese s  Peanut Butter Baking Chips  10 Oz,8,0.5,10.75,10.75,0.5,12,0.65,7.83,PICK_MODULE,32.62,7.090909091,122,62,14,30,MATRIX,Y
573951076,Ryans World Choppin Combo Panda Action Fig,9,7,3.75,9,3.75,2,0.6,1.2,PICK_MODULE,107.92,7.090909091,22,11,3,6,MATRIX,Y
575713357,Keurig K Mini Single Serve Coffee Maker  Studio Gray,14.5,5.75,13.5,14.5,5.75,1,6.47,6.47,PICK_MODULE,27.09,7.090909091,5,2,1,1,MATRIX,Y
564259427,Blue Diamond Almonds Whole Natural Almonds 30 oz. Bag,8,2,10,10,2,6,2.06,12.33,PICK_MODULE,30.51,7.072727273,33,17,4,8,MATRIX,Y
575586197,Matching Family Christmas Pajamas Womens and Womens Plus Buffalo Union Suit,11.5,2.25,13.5,13.5,2.25,12,1.1,13.22,PICK_MODULE,30.4,7.072727273,15,8,2,4,MATRIX,Y
566743491,WaterWipes Sensitive Baby Wipes  Unscented  540 Count (9 Packs of 60),8,8,3,8,3,1,1.1,1.1,PICK_MODULE,60,7.072727273,27,14,3,7,MATRIX,Y
566913307,Parent s Choice Training Pants for Boys  Size 4T 5T  70 Count,14.5,10,9.75,14.5,9.75,1,6.37,6.37,PICK_MODULE,143.33,7.072727273,4,2,0,1,MATRIX,Y
551605006,Tazo Chai Pumpkin Spice Latte 32 oz,3.5,8.25,2.5,8.25,2.5,6,2.31,13.85,PICK_MODULE,42.43,7.054545455,73,37,9,18,MATRIX,Y
572428874,Nature s Bakery Whole Wheat Original Fig Bar 10 Count,5.25,8,2.25,8,2.25,5,1.4,7.01,PICK_MODULE,57.47,7.054545455,56,28,7,14,MATRIX,Y
570761843,Barbie Indoor Furniture Living Room Set with Kitten,7.5,3.5,10.5,10.5,3.5,3,0.85,2.56,PICK_MODULE,123.43,7.036363636,19,10,2,5,MATRIX,Y
562933398,Great Value Decorating Sprinkles  Rainbow  2.7 oz,1.75,3.75,1.75,3.75,1.75,6,0.25,1.5,PICK_MODULE,9,7.036363636,457,232,54,114,MATRIX,Y
564219462,Nerf Ner Nstrike 30 Dart Refill,4,6,6,6,4,6,0.06,0.36,PICK_MODULE,100.55,7.036363636,36,18,4,9,MATRIX,Y
565644206,Better Homes & Gardens Sweater Knit Decorative Throw Pillow  17  x 17   Ivory,14,7.25,14.5,14.5,7.25,2,1.96,3.91,PICK_MODULE,23.37,7.036363636,4,2,0,1,MATRIX,Y
574497297,Revlon  expert shapers  nail filer for hard nails,8,1,3,8,1,72,0.05,3.5,PICK_MODULE,52.75,7.036363636,219,111,26,55,MATRIX,Y
561086074,The Pioneer Woman Vintage Floral 12 Piece Dinnerware Set  Teal,13,11,11,13,11,1,17.06,17.06,OFFLINE_PICK,72.28,7.018181818,3,2,0,1,MATRIX,Y
576091202,Starbucks French Roast Dark Roast Single Cup Coffee for Keurig Brewers  1 Box of 16 (16 Total K Cup Pods),3.75,5.75,5.75,5.75,3.75,4,0.7,2.81,PICK_MODULE,25.11,7,42,21,5,11,MATRIX,Y
4001044,Lypsyl Intense Protection Lip Balm Original Mint .10 oz.,10,0.1,10,10,0.1,48,0.15,7.12,PICK_MODULE,23.5,6.981818182,525,266,62,131,MATRIX,Y
568041164,Bob s Red Mill Organic Rolled Oats  Old Fashioned  32 Ounce,9,2.5,7,9,2.5,4,2.06,8.22,PICK_MODULE,70.14,6.981818182,33,17,4,8,MATRIX,Y
574566335,VTech VM3251 2  Expandable Digital Video Baby Monitor with 2 Cameras and Automatic Night Vision  white,10,3.25,8.5,10,3.25,2,1.86,3.71,PICK_MODULE,38.12,6.981818182,19,10,2,5,MATRIX,Y
569712555,ACE Knee Pads  Black  One Size Fits Most,8,2.5,7,8,2.5,12,0.3,3.61,PICK_MODULE,195.22,6.981818182,38,19,4,9,MATRIX,Y
570371783,,2.5,1.25,2,2.5,1.25,12,0.1,1.19,PICK_MODULE,105.32,6.981818182,840,426,99,210,MATRIX,Y
9521865,Propel Berry Water  16.9 Fl. Oz.  12 Count,10.25,7.25,8.75,10.25,7.25,1,14.05,14.05,PICK_MODULE,80.42,6.981818182,8,4,1,2,MATRIX,Y
576476577,LIFE SAVERS Orange Mint Hard Candy  14.5 Ounce Sharing Size Bag,7.25,8,2,8,2,4,0.95,3.81,PICK_MODULE,88.54,6.981818182,45,23,5,11,MATRIX,Y
571315726,Better Homes & Gardens 2.5 oz Festive Twinkling Lights Scented Wax Melts  4 Pack,6,4,4.75,6,4,1,0.85,0.85,PICK_MODULE,114.63,6.981818182,46,23,5,11,MATRIX,Y
574190153,Disney/Pixar Toy Story Mr. Potato Head Mini 4 Pack,10,7,2,10,2,4,0.75,3.01,PICK_MODULE,115.92,6.963636364,38,19,4,9,MATRIX,Y
575782943,Apple iPod touch 7th Generation 32GB   Pink (New Model),5.25,1.25,3,5.25,1.25,6,0.5,3,PICK_MODULE,32.24,6.963636364,267,135,31,67,MATRIX,Y
570449936,DUDE Wipes Flushable Wipes 4 Unscented Wet Wipes Dispenser Packs (192 Ct),6,4,8.25,8.25,4,6,3.06,18.36,PICK_MODULE,57.31,6.963636364,27,13,3,7,MATRIX,Y
557483191,Nabisco Ritz Sour Cream & Onion Flavored Toasted Chips  8.1 Oz.,9,3.25,7,9,3.25,6,0.55,3.31,PICK_MODULE,60.87,6.945454545,26,13,3,6,MATRIX,Y
575027231,Gillette Venus Tropical Women s Disposable Razors Holiday Gift Pack,9.25,9.5,2.5,9.5,2.5,6,0.85,5.11,PICK_MODULE,123.58,6.945454545,24,12,3,6,MATRIX,Y
565289739,Pepperidge Farm Milano Dulce de Leche Cookies  7 oz. Bag,6.25,3,3,6.25,3,24,0.5,12,PICK_MODULE,122.15,6.945454545,93,47,11,23,MATRIX,Y
575898493,Ball Glass Mason Jar  Wide Mouth  16 Ounces  4 Count,7.5,4,7.5,7.5,4,4,2.51,10.03,PICK_MODULE,114.98,6.945454545,23,12,3,6,MATRIX,Y
573961837,Transformers: Vintage G1 Soundwave and Buzzsaw Collectible Figures,10,10.25,2,10.25,2,6,0.75,4.51,PICK_MODULE,89.45,6.945454545,26,13,3,6,MATRIX,Y
554277020,Similac Pro Sensitive Infant Formula with 2  FL Human Milk Oligosaccharide (HMO) for Immune Support  Ready to Feed  32 fl oz,3.5,8.25,3,8.25,3,6,1.9,11.44,PICK_MODULE,113.87,6.927272727,61,31,7,15,MATRIX,Y
568546450,DASANI Sparkling Water White Peach Zero Calories  12 fl oz  8 Pack,6.25,4.75,9.25,9.25,4.75,3,2.86,8.58,PICK_MODULE,31.11,6.927272727,19,10,2,5,MATRIX,Y
556642969,Mainstays Everyday Reinforced Triple Nonstick Skillet Pack  7   9  and 11 ,19.5,5,12,19.5,5,4,2.31,9.23,PICK_MODULE,90,6.927272727,4,2,1,1,MATRIX,Y
555001965,Hamilton Beach 6 Speed Hand Mixer with Snap On Case  Black,4,9.5,8.75,9.5,4,2,3.18,6.35,PICK_MODULE,85.31,6.909090909,16,8,2,4,MATRIX,Y
550757724,Combat Max Roach Killing Gel for Indoor and Outdoor Use  1 Syringe  2.1 Ounces,4.25,1.5,9.5,9.5,1.5,12,0.15,1.78,PICK_MODULE,120.01,6.909090909,87,44,10,22,MATRIX,Y
565147125,Energizer Max Alkaline AAA Batteries 8 Pack,3.75,0.5,4.25,4.25,0.5,24,0.2,4.78,PICK_MODULE,50.54,6.909090909,659,334,77,164,MATRIX,Y
564267922,Pokemon  I Choose You  Hooded Bath Towel  1 Each,8.25,2,12,12,2,4,0.36,1.44,PICK_MODULE,112.36,6.890909091,27,13,3,7,MATRIX,Y
574434124,Sparkling Ice + Caffeine Blue Raspberry  16 Fl Oz Can  12 Count,10.25,6.5,7.3,10.25,6.5,1,13.14,13.14,PICK_MODULE,27.99,6.890909091,11,5,1,3,MATRIX,Y
563077293,Dentyne Ice Sugar Free Arctic Chill Gum  16 Pieces  3 Count,3.5,1,8.75,8.75,1,20,0.2,4.01,PICK_MODULE,94.41,6.890909091,171,87,20,43,MATRIX,Y
556198465,Weber Chicago Steak Seasoning Rub 5.5 oz.,2.25,2.25,5.5,5.5,2.25,6,0.4,2.4,PICK_MODULE,9,6.872727273,189,96,22,47,MATRIX,Y
552768849,Aveeno Therapeutic Shave Gel with Oat  for Sensitive Skin  7 oz,2,2,8,8,2,24,0.6,14.44,PICK_MODULE,45.48,6.872727273,164,83,19,41,MATRIX,Y
575834308,Garnier Fructis Style Spray Wonder Waves Wave Enhancing  8.5 fl. oz.,1.75,8.5,1.75,8.5,1.75,6,0.65,3.9,PICK_MODULE,59.78,6.872727273,202,102,24,50,MATRIX,Y
566913305,Parent s Choice Training Pants for Boys  Size 3T 4T  70 Count,10.25,9.5,13.25,13.25,9.5,1,6.02,6.02,PICK_MODULE,39.65,6.872727273,4,2,0,1,MATRIX,Y
551183406,(12 Pack) Beech Nut Breakfast on the Go Yogurt  Banana & Strawberry Blend Baby Food  3.5 oz,3.25,1,6.25,6.25,1,1,0.25,0.25,PICK_MODULE,94.75,6.872727273,258,131,30,65,MATRIX,Y
551726291,Men s Boot Length Crew Socks  2 Pack,2.5,2.5,12.5,12.5,2.5,12,0.55,6.61,PICK_MODULE,87.52,6.854545455,67,34,8,17,MATRIX,Y
571987448,Ghirardelli Intense Dark Twilight Delight 72% Cacao Chocolate  4.87 Oz.,4,2,7.6,7.6,2,5,0.3,1.5,PICK_MODULE,103.72,6.836363636,86,44,10,22,MATRIX,Y
557633675,Mainstays Basic (2) Piece Bath Sheet Set   Black,16,2,15.5,16,2,6,2.21,13.23,PICK_MODULE,107.07,6.818181818,11,5,1,3,MATRIX,Y
554349213,Nordicware Microwave Spatter Cover,10.6,10.6,3,10.6,3,10,0.3,3.01,PICK_MODULE,42.73,6.818181818,16,8,2,4,MATRIX,Y
574216190,Owleez  Flying Baby Owl Interactive Toy with Lights and Sounds (Pink)  for Kids Aged 6 and Up,6,9,4.5,9,4.5,2,0.85,1.7,PICK_MODULE,225.94,6.818181818,22,11,3,5,MATRIX,Y
551206260,Barilla Classic Blue Box Pasta Campanelle 16 oz,7.5,3,5,7.5,3,12,1.05,12.64,PICK_MODULE,29.83,6.818181818,47,24,5,12,MATRIX,Y
260060273,Earth s Best Premium TenderCare Diapers  Size 5  26 Diapers,9,4,10,10,4,4,1.1,4.41,PICK_MODULE,77.41,6.8,15,7,2,4,MATRIX,Y
565421503,Lance ToastChee Peanut Butter Sandwich Crackers  Family Size 20 Ct,5.5,4,9,9,4,6,1.9,11.43,PICK_MODULE,100.02,6.8,27,13,3,7,MATRIX,Y
565924126,Nabisco Triscuit Reduced Fat Crackers  11.5 Oz.,7,9.5,2.25,9.5,2.25,12,0.9,10.84,PICK_MODULE,134.11,6.8,35,18,4,9,MATRIX,Y
556736693,LEGO DUPLO My First Number Train 10847 (23 Pieces),3.9,14,7.9,14,3.9,2,2.36,4.71,PICK_MODULE,42.29,6.8,12,6,1,3,MATRIX,Y
553921907,LEGO DUPLO All in One Box of Fun Brick Box 10572 (65 Pieces),13.75,6.25,7.25,13.75,6.25,2,2.46,4.92,PICK_MODULE,22.04,6.8,8,4,1,2,MATRIX,Y
568077991,Hot Wheels Monster Trucks Demo Doubles 2 Pack (Styles May Vary),3,10,6.5,10,3,8,0.5,4,PICK_MODULE,107.7,6.781818182,27,14,3,7,MATRIX,Y
9275744,Hawaiian Punch Singles To Go Orange Drink Mix  0.92 Oz.  8 Packet,5,2,3,5,2,12,0.1,1.19,PICK_MODULE,135.68,6.781818182,175,89,21,44,MATRIX,Y
552790182,(8 Pouches) Happy Tot Super Foods Pouches Orgnanic Pears  Mangos & Spinach + Super Chia  4.22 OZ,6.5,3.25,9.25,9.25,3.25,2,2.51,5.02,PICK_MODULE,25.84,6.763636364,27,14,3,7,MATRIX,Y
553709192,Breath Savers Wintergreen Mints  6 Oz.  8 Piece,3,1,7,7,1,15,0.4,6.02,PICK_MODULE,177.83,6.763636364,250,127,29,62,MATRIX,Y
573529452,Better Homes & Gardens Super Heavyweight 10 Gauge Shower Curtain or Liner,9,2,6,9,2,4,2.41,9.63,PICK_MODULE,14.13,6.763636364,49,25,6,12,MATRIX,Y
575725087,Nestle Rich Milk Chocolate Hot Chocolate 50 single serve packets,5,8.5,7.25,8.5,5,6,2.56,15.35,PICK_MODULE,66.83,6.763636364,17,9,2,4,MATRIX,Y
569281754,Parent s Choice Non GMO* Infant Formula Milk Based Powder  36 oz  4 Pack,7,7,4,7,4,1,2.61,2.61,PICK_MODULE,35.95,6.763636364,27,14,3,7,MATRIX,Y
407084,Saran Premium Wrap 100 sq ft,2.25,2.25,12.5,12.5,2.25,12,0.5,6.03,PICK_MODULE,89.23,6.745454545,83,42,10,21,MATRIX,Y
574884687,,7,8,4,8,4,2,1.81,3.61,PICK_MODULE,78.1,6.745454545,23,12,3,6,MATRIX,Y
562726008,Organic Diaper Balm 2 oz 60ml Balm,4,2,2,4,2,24,0.2,1.2,PICK_MODULE,70.82,6.745454545,328,166,39,82,MATRIX,Y
568551546,Fruity Cheerios  Cereal with Oats  Gluten Free  19.6 oz,9.5,12.5,2.5,12.5,2.5,12,0.2,2.42,OFFLINE_PICK,101.31,6.727272727,18,9,2,4,MATRIX,Y
575874834,Floral Breeze 6 Piece Lovely Blossoms Bath and Body Gift Set with Shower Caddy,2.5,8.5,6.5,8.5,2.5,13,1,13.04,PICK_MODULE,166.41,6.727272727,38,19,4,9,MATRIX,Y
550737259,International Delight Sugar Free French Vanilla Creamers  24 Ct,6,3,4.5,6,3,6,0.85,5.11,PICK_MODULE,22.82,6.727272727,65,33,8,16,MATRIX,Y
573539489,Premium Nutri Chomps 2.5  Rawhide Free Mini Knotz  Chicken Flavor  8 Count,8.5,1.5,5.5,8.5,1.5,72,0.35,25.17,PICK_MODULE,38.25,6.727272727,75,38,9,19,MATRIX,Y
550955671,Vaseline Intensive Care Aloe Soothe Spray Lotion  6.5 oz,2.19,2.19,8.75,8.75,2.19,6,0.24,1.43,PICK_MODULE,33.31,6.709090909,125,63,15,31,MATRIX,Y
564250311,Crazy Richard s Creamy Peanut Butter  16 oz,3,2.5,5,5,2.5,6,1.1,6.61,PICK_MODULE,26.33,6.709090909,140,71,16,35,MATRIX,Y
9230790,Rice A Roni Long Grain & Wild Rice Mix  4.3 oz Box,3.75,6.25,1,6.25,1,12,0.3,3.61,PICK_MODULE,22.34,6.709090909,224,113,26,56,MATRIX,Y
573929773,T.O.T.S. Surprise Babies Nursery Care Set,15,12,4.5,15,4.5,2,1.75,3.51,PICK_MODULE,91.12,6.709090909,6,3,1,2,MATRIX,Y
568287176,Harry s Rich Lather Foaming Shave Gel with Aloe   6.7oz,2,8.3,2,8.3,2,6,0.55,3.31,PICK_MODULE,45.55,6.709090909,158,80,19,39,MATRIX,Y
572062972,Minnie s Happy Helpers Terrific Teapot Set  14 pieces includes  Age 3+,14,12,6.5,14,6.5,4,1.25,5.01,PICK_MODULE,80.42,6.709090909,5,2,1,1,MATRIX,Y
551892848,Honey Can Do TRS 01449 5 Liter Stainless Steel Step Lift Lid Garbage Can,9.75,9.75,12.5,12.5,9.75,4,2.51,10.03,PICK_MODULE,37.6,6.709090909,4,2,1,1,MATRIX,Y
550222020,Sunbeam King Size Heating Pad (722810000),12.5,3.5,7.75,12.5,3.5,6,1.5,9.03,PICK_MODULE,21.45,6.690909091,15,8,2,4,MATRIX,Y
570476779,Snack Factory Pretzel Crisps Original Minis  Single Serve 1 Oz  24 Ct,14.5,5.5,9.5,14.5,5.5,1,2.1,2.1,OFFLINE_PICK,279.99,6.690909091,7,4,1,2,MATRIX,Y
572730926,all Mighty Pacs Laundry Detergent  4in1 Stainlifter  Tub  60 Count,8.75,6,5.75,8.75,5.75,4,1.36,5.45,PICK_MODULE,36.62,6.690909091,17,9,2,4,MATRIX,Y
572511041,Gillette Mach3 Men s Razor Blades  15 Blade Refills,3.5,1.75,4.5,4.5,1.75,36,0.2,7.17,PICK_MODULE,40.78,6.690909091,190,97,22,48,MATRIX,Y
569769942,ChapStick Classic (Cherry  Strawberry & Spearmint Flavors Skin Protectant 3 Sticks) Flavored Lip Balm Tube  0.15 Ounce Each,3,1,3.75,3.75,1,72,0.05,3.5,PICK_MODULE,30.07,6.690909091,467,236,55,116,MATRIX,Y
564215399,Barbie Club Chelsea Doll with Pony & Accessories Playset,9.5,9,2.75,9.5,2.75,4,0.5,2.01,PICK_MODULE,106.63,6.672727273,22,11,3,6,MATRIX,Y
573694269,Fortnite 40  x 50  Silk Touch Throw,17,2,11,17,2,5,0.9,4.51,PICK_MODULE,43.08,6.672727273,14,7,2,4,MATRIX,Y
554620755,Tena Incontinence Pads  Overnight  48 Ct,11,12.75,10,12.75,10,1,5.02,5.02,PICK_MODULE,32.27,6.672727273,4,2,0,1,MATRIX,Y
556968557,Cascade Complete ActionPacs  Dishwashing Detergent  Fresh Scent  40 count,6.75,5,5.5,6.75,5,3,1.75,5.26,PICK_MODULE,37,6.654545455,28,14,3,7,MATRIX,Y
567347189,Air Wick Essential Mist  Fragrance Essential Oils Diffuser Refill  Mandarin & Sweet Orange  1ct  Air Freshener,1,6.5,3,6.5,1,6,0.2,1.2,PICK_MODULE,79.3,6.654545455,269,136,32,67,MATRIX,Y
567354408,Quaker Instant Oatmeal Express Cups  Variety Pack  12 Count,8.5,6.5,12.5,12.5,6.5,1,2.11,2.11,PICK_MODULE,101.54,6.636363636,8,4,1,2,MATRIX,Y
564701846,Irish Spring Icy Blast  Refreshing Bar Soap  3.7 Ounce  8 Bar Pack,8.5,2.75,6,8.5,2.75,4,2.11,8.42,PICK_MODULE,50.14,6.636363636,37,19,4,9,MATRIX,Y
576577757,Tazo Chai Pumpkin Spice Tea Bags Black Tea 20 ct,3.5,5.5,3,5.5,3,6,0.15,0.9,PICK_MODULE,23.6,6.636363636,91,46,11,23,MATRIX,Y
557344060,Irish Spring Body Wash for Men  Original   18 ounce Twin Pack,7,9,2.25,9,2.25,6,2,12.03,PICK_MODULE,44.95,6.636363636,37,19,4,9,MATRIX,Y
557076002,Equate Beauty Deep Moisturizing Body Wash Twin Pack  24 fl oz  2 count,7,3,7.1,7.1,3,3,3.51,10.53,PICK_MODULE,20.11,6.636363636,35,18,4,9,MATRIX,Y
550488724,Mainstays 58  Rice Paper Shade Floor Lamp  Black Finish Large,9.5,4.25,13.25,13.25,4.25,2,5.07,10.13,PICK_MODULE,162.64,6.618181818,10,5,1,2,MATRIX,Y
9219914,Nestle Nestum Infant Cereal  Wheat & Honey  10.5 Oz,4,4.5,4,4.5,4,12,0.85,10.22,OFFLINE_PICK,21.02,6.618181818,73,37,9,18,MATRIX,Y
565929364,Glad Tall Kitchen Drawstring Trash Bags   ForceFlexPlus 13 gal White Trash Bag  OdorShield   80 ct,8.25,4.25,8.5,8.5,4.25,3,3.11,9.33,PICK_MODULE,62.16,6.618181818,18,9,2,4,MATRIX,Y
575106069,Carried Away Boys 10  Shark Backpack,20.25,0.1,14.75,20.25,0.1,36,0.25,9,PICK_MODULE,114.12,6.618181818,176,89,21,44,MATRIX,Y
564874816,PBfit Peanut Butter Powder  24 oz,6.5,5.5,5.5,6.5,5.5,3,1.75,5.26,PICK_MODULE,32,6.618181818,27,14,3,7,MATRIX,Y
565355164,Komelon WSL2825 25 Foot Self Lock Tape Measure,4.75,2.25,6.75,6.75,2.25,12,1,12.04,PICK_MODULE,160.32,6.6,73,37,9,18,MATRIX,Y
566091425,Lavazza Super Crema Whole Bean Coffee Blend  Medium Espresso Roast  35.2 Ounce Bag,6.5,3.5,11.75,11.75,3.5,6,2.26,13.55,PICK_MODULE,91.1,6.6,20,10,2,5,MATRIX,Y
